  0.164000005  4374.21191
  0.169  4060.36719
  0.180000007  3903.44458
  0.180000007  3785.75269
  0.185000002  3707.2915
  0.180000007  3613.13818
  0.174999997  3511.13867
  0.187999994  3511.13867
  0.187999994  3432.67749
  0.185000002  3354.21631
  0.254000008  3981.90576
  0.270000011  3903.44458
  0.287  3668.06128
  0.294999987  3589.59985
  0.303000003  3746.52246
  0.360000014  3354.21631
  0.418000013  2804.98804
  0.270000011  2177.29834
  0.689999998  1863.45349
  0.549000025  804.227295
  0.680000007  568.843689
  0.943000019  1314.2251
  0.967000008  1000.38031
  0.987999976  764.996704
  0.984000027  411.921295
  0.730000019  0.
  0.975000024  274.614197
  0.967000008  117.691803
  0.745999992 -274.614197
  0.730000019 -458.998016
  0.975000024 -156.922409
