0.6     0.97
0.76    0.975
1.0     0.975
1.18    0.96
1.4     0.825
1.7     0.56
2.0     0.45
2.24    0.40
2.55    0.37
2.8     0.35
3.1     0.325
3.6     0.37
3.95    0.41
4.1     0.49
4.3     0.63
4.6     0.675
4.9     0.675
5.3     0.63
5.5     0.56
5.9     0.4
6.18    0.35
6.50    0.35
7.25    0.40
7.40    0.475
7.70    0.710
7.85    0.77
8.05    0.76
8.75    0.77
9.05    0.79
9.40    0.79
9.70    0.77
10.0    0.77

