  0.365999997  3446.4082
  0.384000003  3446.4082
  0.370999992  2955.04492
  0.426999986  3268.88989
  0.435000002  2118.45239
  0.467999995  2589.21948
  0.5  2327.35522
  0.504999995  2432.29712
  0.540000021  2746.14209
  0.555999994  1542.74329
  0.690000017  1271.9762
  0.710000019  915.053711
  0.79400003  1333.84045
  0.819999993  1961.53003
  0.773999989  732.631409
  0.790000021  732.631409
  0.782000005  365.825348
  0.773999989  0.
  0.790000021 -156.922409
  0.782000005 -261.864258
  0.782000005 -1621.20459
  0.765999973 -3504.27319
  0.765999973 -3661.1958
  0.790000021 -3818.11816
  0.959999979 1250.45679
  0.991999984 208.902954
  0.959999979 -156.922409
  0.959999979 -627.689636
