  0.225999996  4370.28906
  0.233999997  4158.44385
  0.233999997  3875.9834
  0.225999996  3748.48389
  0.257999986  3960.3291
  0.225999996  3175.9834
  0.325999994  3176.96387
  0.277999986  3350.29297
  0.267999986  3200.02393
  0.282000005  2942.29492
  0.289999992  2657.87329
  0.276000003  2361.68213
  0.289999992  2319.50928
  0.298000008  2089.0293
  0.379000008  2616.68115
  0.435000002  1471.14746
  0.547999978  2447.00879
  0.75  764.01593
  0.920000017  1529.99341
  0.783999989  398.190582
  0.783999989  84.3457947
  0.783999989  -211.845245
  0.967999995  1343.64807
  0.976000011 891.22113
  0.967999995 339.344696
  0.967999995  0.
  0.976000011 -211.845245
  0.800000012 -1301.47522
