  0.330000013  3726.90698
  0.354999989  3648.4458
  0.338999987  3452.29297
  0.386999995  3452.29297
  0.347000003  3295.37036
  0.347000003  3044.29468
  0.363000005  3059.98682
  0.449999988  3099.21753
  0.400000006  2753.98804
  0.400000006  2275.37476
  0.411000013  2039.99109
  0.476000011  1741.83862
  0.492000014  1765.37695
  0.555999994  2510.75854
  0.555999994  2196.91357
  0.629999995  1647.68518
  0.629999995  1176.91797
  0.676999986  1216.14856
  0.676999986  1059.2262
  0.717999995  1019.99554
  0.822000027  1922.29944
  0.765999973  509.997772
  0.758000016  19.6153011
  0.959999979  1333.84045
  0.967999995  745.381409
  0.967999995  156.922409
  0.984000027  196.153
  0.967999995 -78.4612045
  0.765999973 -1765.37695
  0.795000017 -1765.37695
  0.773999989 -1883.06885
  0.795000017 -1883.06885
  0.787999988 -1961.53003
